date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:32:58	8988/8988	---M--	200	added ('OK')	image/webp	date:Sat,%2022%20Aug%202020%2016:35:24%20GMT	https://hairregrowth.ayushmd.com/img/dummy/img-1.1.webp	C:/My%20Web%20Sites/my%20fist%20project/hairregrowth.ayushmd.com/img/dummy/img-1.1.webp	(from https://hairregrowth.ayushmd.com/hairloss.php?gclid=Cj0KCQjwo-aCBhC-ARIsAAkNQitNjLJpAgYrmOl0rUgDjbm-LvCZnWIU63LBTliNu0Lt7C6xwQh3SjgaAtDcEALw_wcB)
21:32:58	32746/32746	---M--	200	added ('OK')	image/webp	date:Sat,%2022%20Aug%202020%2016:35:24%20GMT	https://hairregrowth.ayushmd.com/img/dummy/img-1.webp	C:/My%20Web%20Sites/my%20fist%20project/hairregrowth.ayushmd.com/img/dummy/img-1.webp	(from https://hairregrowth.ayushmd.com/hairloss.php?gclid=Cj0KCQjwo-aCBhC-ARIsAAkNQitNjLJpAgYrmOl0rUgDjbm-LvCZnWIU63LBTliNu0Lt7C6xwQh3SjgaAtDcEALw_wcB)
21:32:59	24686/24686	---M--	200	added ('OK')	image/webp	date:Mon,%2024%20Aug%202020%2008:41:26%20GMT	https://hairregrowth.ayushmd.com/img/dummy/look.webp	C:/My%20Web%20Sites/my%20fist%20project/hairregrowth.ayushmd.com/img/dummy/look.webp	(from https://hairregrowth.ayushmd.com/hairloss.php?gclid=Cj0KCQjwo-aCBhC-ARIsAAkNQitNjLJpAgYrmOl0rUgDjbm-LvCZnWIU63LBTliNu0Lt7C6xwQh3SjgaAtDcEALw_wcB)
21:32:59	3022/3022	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Aug%202020%2014:42:44%20GMT	https://hairregrowth.ayushmd.com/img/dummy/partner-1.jpg	C:/My%20Web%20Sites/my%20fist%20project/hairregrowth.ayushmd.com/img/dummy/partner-1.jpg	(from https://hairregrowth.ayushmd.com/hairloss.php?gclid=Cj0KCQjwo-aCBhC-ARIsAAkNQitNjLJpAgYrmOl0rUgDjbm-LvCZnWIU63LBTliNu0Lt7C6xwQh3SjgaAtDcEALw_wcB)
21:32:59	3387/3387	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Aug%202020%2014:42:44%20GMT	https://hairregrowth.ayushmd.com/img/dummy/partner-2.jpg	C:/My%20Web%20Sites/my%20fist%20project/hairregrowth.ayushmd.com/img/dummy/partner-2.jpg	(from https://hairregrowth.ayushmd.com/hairloss.php?gclid=Cj0KCQjwo-aCBhC-ARIsAAkNQitNjLJpAgYrmOl0rUgDjbm-LvCZnWIU63LBTliNu0Lt7C6xwQh3SjgaAtDcEALw_wcB)
21:32:59	3462/3462	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Aug%202020%2014:42:44%20GMT	https://hairregrowth.ayushmd.com/img/dummy/partner-3.jpg	C:/My%20Web%20Sites/my%20fist%20project/hairregrowth.ayushmd.com/img/dummy/partner-3.jpg	(from https://hairregrowth.ayushmd.com/hairloss.php?gclid=Cj0KCQjwo-aCBhC-ARIsAAkNQitNjLJpAgYrmOl0rUgDjbm-LvCZnWIU63LBTliNu0Lt7C6xwQh3SjgaAtDcEALw_wcB)
21:33:00	5512/5512	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Aug%202020%2014:42:42%20GMT	https://hairregrowth.ayushmd.com/img/dummy/partner-4.jpg	C:/My%20Web%20Sites/my%20fist%20project/hairregrowth.ayushmd.com/img/dummy/partner-4.jpg	(from https://hairregrowth.ayushmd.com/hairloss.php?gclid=Cj0KCQjwo-aCBhC-ARIsAAkNQitNjLJpAgYrmOl0rUgDjbm-LvCZnWIU63LBTliNu0Lt7C6xwQh3SjgaAtDcEALw_wcB)
21:33:01	49070/49070	---M-Z	200	added ('OK')	text/html	date:Tue,%2023%20Mar%202021%2016:02:45%20GMT	https://hairregrowth.ayushmd.com/?>	C:/My%20Web%20Sites/my%20fist%20project/hairregrowth.ayushmd.com/indexcedf.html	(from https://hairregrowth.ayushmd.com/hairloss.php?gclid=Cj0KCQjwo-aCBhC-ARIsAAkNQitNjLJpAgYrmOl0rUgDjbm-LvCZnWIU63LBTliNu0Lt7C6xwQh3SjgaAtDcEALw_wcB)
21:33:02	93100/93100	---M--	200	added ('OK')	application/javascript	date:Tue,%2017%20Dec%202019%2020:09:12%20GMT	https://hairregrowth.ayushmd.com/js/jquery.min.js	C:/My%20Web%20Sites/my%20fist%20project/hairregrowth.ayushmd.com/js/jquery.min.js	(from https://hairregrowth.ayushmd.com/hairloss.php?gclid=Cj0KCQjwo-aCBhC-ARIsAAkNQitNjLJpAgYrmOl0rUgDjbm-LvCZnWIU63LBTliNu0Lt7C6xwQh3SjgaAtDcEALw_wcB)
21:33:02	5555/5555	---M--	200	added ('OK')	application/javascript	date:Tue,%2017%20Dec%202019%2020:09:12%20GMT	https://hairregrowth.ayushmd.com/js/jquery.easing.min.js	C:/My%20Web%20Sites/my%20fist%20project/hairregrowth.ayushmd.com/js/jquery.easing.min.js	(from https://hairregrowth.ayushmd.com/hairloss.php?gclid=Cj0KCQjwo-aCBhC-ARIsAAkNQitNjLJpAgYrmOl0rUgDjbm-LvCZnWIU63LBTliNu0Lt7C6xwQh3SjgaAtDcEALw_wcB)
21:33:02	34653/34653	---M--	200	added ('OK')	application/javascript	date:Tue,%2017%20Dec%202019%2020:09:12%20GMT	https://hairregrowth.ayushmd.com/js/bootstrap.min.js	C:/My%20Web%20Sites/my%20fist%20project/hairregrowth.ayushmd.com/js/bootstrap.min.js	(from https://hairregrowth.ayushmd.com/hairloss.php?gclid=Cj0KCQjwo-aCBhC-ARIsAAkNQitNjLJpAgYrmOl0rUgDjbm-LvCZnWIU63LBTliNu0Lt7C6xwQh3SjgaAtDcEALw_wcB)
21:33:03	20335/20335	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2017%20Dec%202019%2020:09:08%20GMT	https://hairregrowth.ayushmd.com/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/my%20fist%20project/hairregrowth.ayushmd.com/fonts/glyphicons-halflings-regular.eot	(from https://hairregrowth.ayushmd.com/css/bootstrap.min.css)
21:33:03	49070/49070	---M-Z	200	added ('OK')	text/html	date:Tue,%2023%20Mar%202021%2016:02:47%20GMT	https://hairregrowth.ayushmd.com/	C:/My%20Web%20Sites/my%20fist%20project/hairregrowth.ayushmd.com/index-2.html	(from https://hairregrowth.ayushmd.com/hairloss.php?gclid=Cj0KCQjwo-aCBhC-ARIsAAkNQitNjLJpAgYrmOl0rUgDjbm-LvCZnWIU63LBTliNu0Lt7C6xwQh3SjgaAtDcEALw_wcB)
21:33:04	23320/23320	---M--	200	added ('OK')	font/woff	date:Tue,%2017%20Dec%202019%2020:09:08%20GMT	https://hairregrowth.ayushmd.com/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/my%20fist%20project/hairregrowth.ayushmd.com/fonts/glyphicons-halflings-regular.woff	(from https://hairregrowth.ayushmd.com/css/bootstrap.min.css)
21:33:05	41280/41280	---M--	200	added ('OK')	font/ttf	date:Tue,%2017%20Dec%202019%2020:09:08%20GMT	https://hairregrowth.ayushmd.com/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/my%20fist%20project/hairregrowth.ayushmd.com/fonts/glyphicons-halflings-regular.ttf	(from https://hairregrowth.ayushmd.com/css/bootstrap.min.css)
21:33:06	56006/56006	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2017%20Dec%202019%2020:09:08%20GMT	https://hairregrowth.ayushmd.com/font-awesome/fonts/fontawesome-webfont.eot?v=4.2.0	C:/My%20Web%20Sites/my%20fist%20project/hairregrowth.ayushmd.com/font-awesome/fonts/fontawesome-webfont78ce.eot	(from https://hairregrowth.ayushmd.com/font-awesome/css/font-awesome.min.css)
21:33:06	62926/62926	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2017%20Dec%202019%2020:09:08%20GMT	https://hairregrowth.ayushmd.com/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/my%20fist%20project/hairregrowth.ayushmd.com/fonts/glyphicons-halflings-regular.svg	(from https://hairregrowth.ayushmd.com/css/bootstrap.min.css)
21:33:08	56006/56006	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2017%20Dec%202019%2020:09:08%20GMT	https://hairregrowth.ayushmd.com/font-awesome/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/my%20fist%20project/hairregrowth.ayushmd.com/font-awesome/fonts/fontawesome-webfontd41d.eot	(from https://hairregrowth.ayushmd.com/font-awesome/css/font-awesome.min.css)
21:33:08	65452/65452	---M--	200	added ('OK')	font/woff	date:Tue,%2017%20Dec%202019%2020:09:08%20GMT	https://hairregrowth.ayushmd.com/font-awesome/fonts/fontawesome-webfont.woff?v=4.2.0	C:/My%20Web%20Sites/my%20fist%20project/hairregrowth.ayushmd.com/font-awesome/fonts/fontawesome-webfont78ce.woff	(from https://hairregrowth.ayushmd.com/font-awesome/css/font-awesome.min.css)
21:33:09	9059/9059	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Feb%202021%2010:12:53%20GMT	https://hairregrowth.ayushmd.com/img/dummy/bg1.jpg	C:/My%20Web%20Sites/my%20fist%20project/hairregrowth.ayushmd.com/img/dummy/bg1.jpg	(from https://hairregrowth.ayushmd.com/css/style.css)
21:33:10	27118/27118	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Dec%202019%2020:09:08%20GMT	https://hairregrowth.ayushmd.com/img/bodybg/bg1.png	C:/My%20Web%20Sites/my%20fist%20project/hairregrowth.ayushmd.com/img/bodybg/bg1.png	(from https://hairregrowth.ayushmd.com/css/style.css)
21:33:10	36266/36266	---M--	200	added ('OK')	image/webp	date:Mon,%2024%20Aug%202020%2008:06:16%20GMT	https://hairregrowth.ayushmd.com/img/parallax/1.webp	C:/My%20Web%20Sites/my%20fist%20project/hairregrowth.ayushmd.com/img/parallax/1.webp	(from https://hairregrowth.ayushmd.com/css/style.css)
21:33:11	4638/4638	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Dec%202019%2020:09:08%20GMT	https://hairregrowth.ayushmd.com/img/bodybg/bg2.png	C:/My%20Web%20Sites/my%20fist%20project/hairregrowth.ayushmd.com/img/bodybg/bg2.png	(from https://hairregrowth.ayushmd.com/css/style.css)
21:33:11	112160/112160	---M--	200	added ('OK')	font/ttf	date:Tue,%2017%20Dec%202019%2020:09:08%20GMT	https://hairregrowth.ayushmd.com/font-awesome/fonts/fontawesome-webfont.ttf?v=4.2.0	C:/My%20Web%20Sites/my%20fist%20project/hairregrowth.ayushmd.com/font-awesome/fonts/fontawesome-webfont78ce.ttf	(from https://hairregrowth.ayushmd.com/font-awesome/css/font-awesome.min.css)
21:33:12	32230/32230	---M--	200	added ('OK')	image/jpeg	date:Tue,%2017%20Dec%202019%2020:09:08%20GMT	https://hairregrowth.ayushmd.com/img/bodybg/bg3.jpg	C:/My%20Web%20Sites/my%20fist%20project/hairregrowth.ayushmd.com/img/bodybg/bg3.jpg	(from https://hairregrowth.ayushmd.com/css/style.css)
21:33:17	287007/287007	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2017%20Dec%202019%2020:09:08%20GMT	https://hairregrowth.ayushmd.com/font-awesome/fonts/fontawesome-webfont.svg?v=4.2.0	C:/My%20Web%20Sites/my%20fist%20project/hairregrowth.ayushmd.com/font-awesome/fonts/fontawesome-webfont78ce.svg	(from https://hairregrowth.ayushmd.com/font-awesome/css/font-awesome.min.css)
21:33:17	141/141	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Dec%202019%2020:09:10%20GMT	https://hairregrowth.ayushmd.com/img/bodybg/bg6.png	C:/My%20Web%20Sites/my%20fist%20project/hairregrowth.ayushmd.com/img/bodybg/bg6.png	(from https://hairregrowth.ayushmd.com/css/style.css)
21:33:18	137811/137811	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Dec%202019%2020:09:08%20GMT	https://hairregrowth.ayushmd.com/img/bodybg/bg4.png	C:/My%20Web%20Sites/my%20fist%20project/hairregrowth.ayushmd.com/img/bodybg/bg4.png	(from https://hairregrowth.ayushmd.com/css/style.css)
21:33:20	154492/154492	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Dec%202019%2020:09:08%20GMT	https://hairregrowth.ayushmd.com/img/bodybg/bg5.png	C:/My%20Web%20Sites/my%20fist%20project/hairregrowth.ayushmd.com/img/bodybg/bg5.png	(from https://hairregrowth.ayushmd.com/css/style.css)
21:33:20	40589/40589	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Dec%202019%2020:09:10%20GMT	https://hairregrowth.ayushmd.com/img/bodybg/bg7.png	C:/My%20Web%20Sites/my%20fist%20project/hairregrowth.ayushmd.com/img/bodybg/bg7.png	(from https://hairregrowth.ayushmd.com/css/style.css)
21:33:21	326/326	---M--	200	added ('OK')	image/jpeg	date:Tue,%2017%20Dec%202019%2020:09:10%20GMT	https://hairregrowth.ayushmd.com/img/bodybg/bg8.jpg	C:/My%20Web%20Sites/my%20fist%20project/hairregrowth.ayushmd.com/img/bodybg/bg8.jpg	(from https://hairregrowth.ayushmd.com/css/style.css)
21:33:23	22813/22813	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Aug%202020%2014:42:14%20GMT	https://hairregrowth.ayushmd.com/img/dummy/img-1.png	C:/My%20Web%20Sites/my%20fist%20project/hairregrowth.ayushmd.com/img/dummy/img-1.png	(from https://hairregrowth.ayushmd.com/index.php)
21:33:24	17930/17930	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Aug%202020%2014:45:14%20GMT	https://hairregrowth.ayushmd.com/img/dummy/look.jpg	C:/My%20Web%20Sites/my%20fist%20project/hairregrowth.ayushmd.com/img/dummy/look.jpg	(from https://hairregrowth.ayushmd.com/index.php)
21:33:25	134783/134783	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Dec%202019%2020:09:08%20GMT	https://hairregrowth.ayushmd.com/img/bodybg/bg10.png	C:/My%20Web%20Sites/my%20fist%20project/hairregrowth.ayushmd.com/img/bodybg/bg10.png	(from https://hairregrowth.ayushmd.com/css/style.css)
21:33:25	7224/7224	---M--	200	added ('OK')	application/javascript	date:Mon,%2024%20Aug%202020%2007:31:00%20GMT	https://hairregrowth.ayushmd.com/js/custom.js	C:/My%20Web%20Sites/my%20fist%20project/hairregrowth.ayushmd.com/js/custom.js	(from https://hairregrowth.ayushmd.com/index.php)
21:33:28	20335/20335	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2017%20Dec%202019%2020:09:08%20GMT	https://hairregrowth.ayushmd.com/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/my%20fist%20project/hairregrowth.ayushmd.com/fonts/glyphicons-halflings-regulard41d.eot	(from https://hairregrowth.ayushmd.com/css/bootstrap.min.css)
21:33:29	49226/49226	---M--	200	added ('OK')	application/javascript	date:Tue,%2017%20Dec%202019%2020:09:12%20GMT	https://hairregrowth.ayushmd.com/js/lightslider.js	C:/My%20Web%20Sites/my%20fist%20project/hairregrowth.ayushmd.com/js/lightslider.js	(from https://hairregrowth.ayushmd.com/index.php)
21:33:29	1610/1610	---M--	200	added ('OK')	image/gif	date:Sat,%2018%20Jul%202020%2023:19:02%20GMT	https://hairregrowth.ayushmd.com/img/led_blinksgreen.gif	C:/My%20Web%20Sites/my%20fist%20project/hairregrowth.ayushmd.com/img/led_blinksgreen.gif	(from https://hairregrowth.ayushmd.com/hairloss.php?gclid=Cj0KCQjwo-aCBhC-ARIsAAkNQitNjLJpAgYrmOl0rUgDjbm-LvCZnWIU63LBTliNu0Lt7C6xwQh3SjgaAtDcEALw_wcB)
21:33:29	240/240	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Dec%202019%2020:09:10%20GMT	https://hairregrowth.ayushmd.com/img/bodybg/bg9.png	C:/My%20Web%20Sites/my%20fist%20project/hairregrowth.ayushmd.com/img/bodybg/bg9.png	(from https://hairregrowth.ayushmd.com/css/style.css)
